Player,Player Rating,Player Nationality,Player Side,Player Result,Player First Move,Opponent,Opponent Rating,Opponent Nationality,Opponent Side,Opponent Result,Opponent First Move,Variation,Termination,Moves,Date
Dontmesswithme_2,2237,United States of America,Black,Resigned,c5,Himan1,2232,Haiti,White,Win,e4,Defense Grand Prix Attack 3...d6,Himan1 won by resignation,18.0,2019.08.20
Dontmesswithme_2,2233,United States of America,Black,Resigned,d5,iamnotIM,2427,India,White,Win,d4,Pawn Opening 1...d5,iamnotIM won by resignation,24.0,2019.08.20
Dontmesswithme_2,2229,United States of America,White,Resigned,d4,iamnotIM,2431,India,Black,Win,d5,Gambit Declined Charousek Variation 4.cxd5 exd5 5.Bf4,iamnotIM won by resignation,30.0,2019.08.20
Dontmesswithme_2,2225,United States of America,Black,Resigned,d5,iamnotIM,2435,India,White,Win,d4,Defense Exchange Variation 3...cxd5,iamnotIM won by resignation,11.0,2019.08.20
Dontmesswithme_2,2219,United States of America,White,Resigned,d4,filipfilipov,2307,Portugal,Black,Win,Nf6,Indian Defense 3.Nf3,filipfilipov won by resignation,47.0,2019.08.20
Dontmesswithme_2,2211,United States of America,Black,Resigned,c6,vlad7kis1,2207,Russian Federation,White,Win,c4,Opening Caro Kann Defensive System 2.Nf3 d5 3.e3 Nf6 4.Nc3,vlad7kis1 won by resignation,36.0,2019.08.20
Dontmesswithme_2,2219,United States of America,White,Win,d4,kenzhebayev,2205,Kazakhstan,Black,Checkmated,d5,Gambit Declined Exchange Positional Line 5...Be7 6.e3 O O,Dontmesswithme_2 won by checkmate,38.0,2019.08.20
Dontmesswithme_2,2210,United States of America,Black,Resigned,c5,Juanfran012,2183,Canary Islands,White,Win,e4,Defense Grand Prix Attack 3...d6,Juanfran012 won by resignation,18.0,2019.08.20
Dontmesswithme_2,2219,United States of America,White,Win,c4,draco_bianco,2263,France,Black,Resigned,c5,Opening Symmetrical Variation 2.Nc3 b6,Dontmesswithme_2 won by resignation,21.0,2019.08.20
Dontmesswithme_2,2228,United States of America,Black,Win,e6,qpbase,2250,United Arab Emirates,White,Timeout,d4,Pawn Opening Horwitz Defense,Dontmesswithme_2 won on time,32.0,2019.08.22
Dontmesswithme_2,2235,United States of America,White,Win,c4,Rescator,2175,Canada,Black,Resigned,f5,Opening Anglo Dutch Defense 2.Nf3 Nf6 3.g3,Dontmesswithme_2 won by resignation,41.0,2019.08.22
Dontmesswithme_2,2232,United States of America,Black,Timeout,e6,gilbert_gm,2531,Indonesia,White,Win,d4,Pawn Opening Horwitz Defense,gilbert_gm won on time,52.0,2019.08.22
Dontmesswithme_2,2239,United States of America,White,Win,c4,caparrini,2183,Spain,Black,Checkmated,Nf6,Opening Anglo Indian Hedgehog System,Dontmesswithme_2 won by checkmate,42.0,2019.08.22
Dontmesswithme_2,2230,United States of America,White,Resigned,c4,Lion1700,2219,Armenia,Black,Win,Nf6,Opening Anglo Indian Hedgehog System 3.Nf3,Lion1700 won by resignation,31.0,2019.08.22
Dontmesswithme_2,2238,United States of America,Black,Win,d5,Lion1700,2211,Armenia,White,Timeout,Nf3,Opening Nimzowitsch Larsen Attack,Dontmesswithme_2 won on time,47.0,2019.08.22
Dontmesswithme_2,2245,United States of America,White,Win,c4,Lion1700,2204,Armenia,Black,Resigned,Nf6,Game East Indian Defense 3.Nc3,Dontmesswithme_2 won by resignation,25.0,2019.08.22
Dontmesswithme_2,2246,United States of America,Black,Draw by repetition,d5,Sleepless-Knightmare,2281,United States of America,White,Draw by repetition,Nf3,Indian Attack Yugoslav Variation 3.Bg2,Game drawn by repetition,23.0,2019.08.22
Dontmesswithme_2,2255,United States of America,White,Win,c4,Sleepless-Knightmare,2272,United States of America,Black,Checkmated,e5,Opening Kings English Variation 2.g3,Dontmesswithme_2 won by checkmate,23.0,2019.08.22
Dontmesswithme_2,2247,United States of America,Black,Checkmated,c5,SecondMagician,2270,International,White,Win,e4,Defense Open Najdorf Variation...8.Qd2 e6 9.O O O b5 10.Bb3,SecondMagician won by checkmate,40.0,2019.08.22
Dontmesswithme_2,2240,United States of America,White,Resigned,c4,SecondMagician,2277,International,Black,Win,c5,Opening Symmetrical Variation 2.g3,SecondMagician won by resignation,16.0,2019.08.22
Dontmesswithme_2,2251,United States of America,Black,Win,e6,Blue_Capybara,2351,Réunion,White,Resigned,e4,Defense Tarrasch Open Delayed Exchange Main Line 6.Bb5,Dontmesswithme_2 won by resignation,46.0,2019.08.23
Dontmesswithme_2,2258,United States of America,White,Win,c4,jamengrand,2197,France,Black,Timeout,e5,Opening Reversed Sicilian Closed 3.g3 f5 4.Bg2 Nf6 5.d3,Dontmesswithme_2 won on time,42.0,2019.08.23
Dontmesswithme_2,2265,United States of America,White,Win,e4,Eduardo12,2221,Argentina,Black,Resigned,c5,Defense Staunton Cochrane Variation,Dontmesswithme_2 won by resignation,31.0,2019.08.23
Dontmesswithme_2,2258,United States of America,Black,Resigned,c5,BasicBishop,2297,Australia,White,Win,e4,Defense Open Najdorf Amsterdam Variation,BasicBishop won by resignation,23.0,2019.08.23
Dontmesswithme_2,2258,United States of America,White,Draw by timeout vs insufficient material,c4,Corbblah,2254,United States of America,Black,Draw by timeout vs insufficient material,e5,Opening Reversed Sicilian Closed 3.g3 Nf6 4.Bg2 Bc5,Game drawn by timeout vs insufficient material,81.0,2019.08.23
Dontmesswithme_2,2261,United States of America,Black,Draw by repetition,e6,izelizel,2373,Madagascar,White,Draw by repetition,d4,Pawn Opening Horwitz Defense,Game drawn by repetition,26.0,2019.08.23
Dontmesswithme_2,2263,United States of America,White,Draw agreed,e4,izelizel,2371,Madagascar,Black,Draw agreed,c5,Defense OKelly Maroczy Bind Paulsen Line,Game drawn by agreement,33.0,2019.08.23
Dontmesswithme_2,2270,United States of America,Black,Win,e6,randomo,2206,United States of America,White,Resigned,e4,Defense Winawer Delayed Exchange Variation 4...exd5,Dontmesswithme_2 won by resignation,18.0,2019.08.23
Dontmesswithme_2,2264,United States of America,Black,Resigned,c6,badhours,2372,Indonesia,White,Win,c4,Opening Caro Kann Defensive System 2.g3,badhours won by resignation,22.0,2019.08.23
Dontmesswithme_2,2274,United States of America,White,Win,c4,Evgeny8888,2333,China,Black,Timeout,f5,Opening Anglo Dutch Defense 2.Nc3 Nf6 3.g3,Dontmesswithme_2 won on time,43.0,2019.08.23
Dontmesswithme_2,2267,United States of America,Black,Timeout,d5,Evgeny8888,2340,China,White,Win,d4,Defense 3.e3,Evgeny8888 won on time,46.0,2019.08.23
Dontmesswithme_2,2259,United States of America,Black,Timeout,d5,Chacarita,2271,Argentina,White,Win,e4,Defense Mieses Kotrc Main Line 4.d4 Nf6 5.Nf3,Chacarita won on time,50.0,2019.08.23
Dontmesswithme_2,2250,United States of America,White,Resigned,c4,dmartres,2230,Argentina,Black,Win,c6,Opening Caro Kann Defensive System Anglo Slav Bled Variation,dmartres won by resignation,19.0,2019.08.23
Dontmesswithme_2,2258,United States of America,Black,Win,e6,juanpabloas,2249,Colombia,White,Resigned,e4,Defense Winawer Advance Variation 4...Ne7,Dontmesswithme_2 won by resignation,10.0,2019.08.23
Dontmesswithme_2,2250,United States of America,White,Timeout,c4,juanpabloas,2257,Colombia,Black,Win,Nf6,Opening Two Knights Variation,juanpabloas won on time,34.0,2019.08.23
Dontmesswithme_2,2259,United States of America,Black,Win,e6,Corbblah,2283,United States of America,White,Checkmated,d4,Pawn Opening Horwitz Defense,Dontmesswithme_2 won by checkmate,30.0,2019.08.23
Dontmesswithme_2,2252,United States of America,White,Resigned,c4,manroble,2311,Peru,Black,Win,Nf6,Indian Defense 3.Nc3,manroble won by resignation,63.0,2019.08.23
Dontmesswithme_2,2248,United States of America,White,Checkmated,c4,gektar888,2443,Russian Federation,Black,Win,g6,Opening Great Snake Variation,gektar888 won by checkmate,33.0,2019.08.23
Dontmesswithme_2,2256,United States of America,Black,Win,c5,AtanasovAco,2227,"Macedonia, the former Yugoslav Republic of",White,Timeout,e4,Defense Bowdler Attack,Dontmesswithme_2 won on time,37.0,2019.08.23
Dontmesswithme_2,2263,United States of America,White,Win,c4,AtanasovAco,2220,"Macedonia, the former Yugoslav Republic of",Black,Resigned,g6,Opening Great Snake Variation,Dontmesswithme_2 won by resignation,39.0,2019.08.23
Dontmesswithme_2,2254,United States of America,White,Resigned,c4,tintreach,2242,United States of America,Black,Win,d5,Opening Reti Gambit,tintreach won by resignation,25.0,2019.08.23
Dontmesswithme_2,2262,United States of America,White,Win,c4,kotishca,2259,Russian Federation,Black,Resigned,Nf6,Gambit Declined Marshall Defense 3.Nc3,Dontmesswithme_2 won by resignation,38.0,2019.08.23
Dontmesswithme_2,2255,United States of America,Black,Resigned,d5,manroble,2296,Peru,White,Win,d4,Defense Modern Alapin Variation Czech Classical Dutch Variation,manroble won by resignation,36.0,2019.08.23
Dontmesswithme_2,2263,United States of America,Black,Win,d5,sergo_TCA,2243,Russian Federation,White,Resigned,d4,Defense Modern Quiet Schallopp Defense 5.Nc3 e6 6.Nh4 Be4,Dontmesswithme_2 won by resignation,22.0,2019.08.23
Dontmesswithme_2,2254,United States of America,Black,Checkmated,c5,Tagliata,2244,Netherlands,White,Win,e4,Defense Closed Fianchetto Botvinnik Defense 7.Nf3 Nge7 8.O O,Tagliata won by checkmate,53.0,2019.08.23
Dontmesswithme_2,2264,United States of America,White,Win,c4,bong_anas,2312,Philippines,Black,Resigned,c5,Opening Symmetrical Variation 2.Nc3,Dontmesswithme_2 won by resignation,22.0,2019.08.23
Dontmesswithme_2,2256,United States of America,White,Resigned,c4,Fiorge,2293,Russian Federation,Black,Win,e6,Opening Agincourt Defense 2.Nf3,Fiorge won by resignation,37.0,2019.08.23
Dontmesswithme_2,2249,United States of America,White,Resigned,c4,VladNYC,2310,United States of America,Black,Win,c5,Opening Fianchetto Ultra Symmetrical Line 5.d3,VladNYC won by resignation,8.0,2019.08.23
Dontmesswithme_2,2242,United States of America,Black,Resigned,d5,VladNYC,2317,United States of America,White,Win,d4,Defense Modern Line 3...Nf6,VladNYC won by resignation,21.0,2019.08.23
Dontmesswithme_2,2236,United States of America,White,Checkmated,c4,VladNYC,2323,United States of America,Black,Win,c5,Opening Symmetrical Variation 2.g3,VladNYC won by checkmate,29.0,2019.08.23
Dontmesswithme_2,2230,United States of America,Black,Resigned,d5,VladNYC,2329,United States of America,White,Win,d4,Defense Modern Line 3...Nf6,VladNYC won by resignation,21.0,2019.08.23
Dontmesswithme_2,2238,United States of America,Black,Win,d5,NgocHoang88,2219,Viet Nam,White,Checkmated,d4,Defense 3.Nc3,Dontmesswithme_2 won by checkmate,44.0,2019.08.23
Dontmesswithme_2,2238,United States of America,White,Win,d4,Shrummy1729,1360,United States of America,Black,Timeout,d5,Defense Modern Bishops Game 4.Nc3,Dontmesswithme_2 won on time,30.0,2019.08.23
Dontmesswithme_2,2238,United States of America,Black,Win,c5,Shrummy1729,1360,United States of America,White,Resigned,e4,Defense Open Najdorf Opocensky Variation 6...e5 7.Nf3,Dontmesswithme_2 won by resignation,16.0,2019.08.23
Dontmesswithme_2,2238,United States of America,White,Win,d4,Shrummy1729,1360,United States of America,Black,Timeout,d5,Pawn Opening Accelerated London Steinitz Countergambit,Dontmesswithme_2 won on time,30.0,2019.08.23
Dontmesswithme_2,2246,United States of America,Black,Win,d5,Tactik01,2251,Russian Federation,White,Resigned,Nf3,Opening 1...d5,Dontmesswithme_2 won by resignation,21.0,2019.08.23
Dontmesswithme_2,2238,United States of America,White,Resigned,d4,errmidk,2237,United States of America,Black,Win,f5,Defense 2.Nf3 Nf6,errmidk won by resignation,25.0,2019.08.23
Dontmesswithme_2,2230,United States of America,Black,Resigned,d5,jonathangottehrer,2238,United States of America,White,Win,d4,Defense 3.Nc3,jonathangottehrer won by resignation,22.0,2019.08.23
Dontmesswithme_2,2222,United States of America,White,Resigned,c4,jonathangottehrer,2246,United States of America,Black,Win,e5,Opening Kings English Variation 2.g3,jonathangottehrer won by resignation,30.0,2019.08.23
Dontmesswithme_2,2215,United States of America,Black,Resigned,d5,jonathangottehrer,2253,United States of America,White,Win,d4,Defense Exchange Variation 3...cxd5 4.Nc3 Nf6,jonathangottehrer won by resignation,24.0,2019.08.23
Dontmesswithme_2,2224,United States of America,White,Win,d4,jonathangottehrer,2244,United States of America,Black,Checkmated,Nc6,Pawn Opening Zukertort Chigorin Variation,Dontmesswithme_2 won by checkmate,55.0,2019.08.23
Dontmesswithme_2,2232,United States of America,Black,Win,d5,jonathangottehrer,2236,United States of America,White,Checkmated,d4,Gambit Accepted Central Variation McDonnell Defense 4.Nf3 exd4 5.Bxc4,Dontmesswithme_2 won by checkmate,35.0,2019.08.23
Dontmesswithme_2,2240,United States of America,White,Win,d4,jonathangottehrer,2228,United States of America,Black,Checkmated,Nc6,Defense 2.d4,Dontmesswithme_2 won by checkmate,43.0,2019.08.23
Dontmesswithme_2,2232,United States of America,Black,Resigned,d5,dersnova,2249,Argentina,White,Win,a3,Opening,dersnova won by resignation,33.0,2019.08.24
Dontmesswithme_2,2225,United States of America,White,Resigned,c4,Dot_08,2304,Philippines,Black,Win,c6,Opening Caro Kann Defensive System 2.g3,Dot_08 won by resignation,34.0,2019.08.24
Dontmesswithme_2,2232,United States of America,White,Win,c4,PerfectJack,2181,International,Black,Resigned,e5,Opening Reversed Sicilian Closed,Dontmesswithme_2 won by resignation,28.0,2019.08.24
Dontmesswithme_2,2224,United States of America,Black,Resigned,c5,Vinyana,2226,United States of America,White,Win,e4,Defense Delayed Alapin Variation 3...Nf6 4.Be2,Vinyana won by resignation,31.0,2019.08.24
Dontmesswithme_2,2232,United States of America,White,Win,c4,Vinyana,2218,United States of America,Black,Timeout,c5,Opening Symmetrical Variation,Dontmesswithme_2 won on time,59.0,2019.08.24
Dontmesswithme_2,2242,United States of America,Black,Win,d5,davidsonly,2318,United States of America,White,Checkmated,d4,Pawn Opening Accelerated London System,Dontmesswithme_2 won by checkmate,40.0,2019.08.24
Dontmesswithme_2,2235,United States of America,Black,Timeout,e6,pashaway,2282,Philippines,White,Win,d4,Defense Normal Variation,pashaway won on time,53.0,2019.08.24
Dontmesswithme_2,2227,United States of America,Black,Resigned,d5,Ryan_Young,2233,United States of America,White,Win,d4,Defense Modern Line 3...Nf6 4.Qb3,Ryan_Young won by resignation,23.0,2019.08.24
Dontmesswithme_2,2219,United States of America,White,Abandoned,c3,Razief_Hakiem,2233,United States of America,Black,Win,d5,Opening,Razief_Hakiem won - game abandoned,29.0,2019.08.24
Dontmesswithme_2,2227,United States of America,Black,Win,e6,Razief_Hakiem,2225,United States of America,White,Resigned,d4,Pawn Opening Horwitz Defense,Dontmesswithme_2 won by resignation,36.0,2019.08.24
Dontmesswithme_2,2235,United States of America,Black,Win,e6,12200812,2229,United States of America,White,Resigned,e4,Defense Normal Variation,Dontmesswithme_2 won by resignation,49.0,2019.08.24
Dontmesswithme_2,2242,United States of America,White,Win,d4,TrickyTrapChess,2201,United States of America,Black,Timeout,Nf6,Indian Defense Normal Variation 4.e4 d6 5.Nf3 O O,Dontmesswithme_2 won on time,56.0,2019.08.24
Dontmesswithme_2,2236,United States of America,White,Checkmated,c4,NoboaKevin1999,2346,Ecuador,Black,Win,e5,Opening Reversed Sicilian Closed 3.e3,NoboaKevin1999 won by checkmate,35.0,2019.08.24
Dontmesswithme_2,2243,United States of America,White,Win,d4,chesschesschess105,2207,Netherlands,Black,Timeout,e5,Gambit Hartlaub Charlick Gambit,Dontmesswithme_2 won on time,64.0,2019.08.24
Dontmesswithme_2,2250,United States of America,Black,Win,e6,chesschesschess105,2200,Netherlands,White,Resigned,d4,Pawn Opening English Defense 3.Nc3 Bb7 4.e4,Dontmesswithme_2 won by resignation,10.0,2019.08.24
Dontmesswithme_2,2243,United States of America,Black,Timeout,c5,furi-kuri,2301,Canada,White,Win,e4,Defense Open Najdorf English Attack 6...e5,furi-kuri won on time,56.0,2019.08.24
Dontmesswithme_2,2237,United States of America,White,Checkmated,e4,SergejRachmaninoff,2328,Canada,Black,Win,c5,Defense Open Accelerated Dragon Modern Variation 5...Bg7 6.Be3 Nf6 7.f3,SergejRachmaninoff won by checkmate,34.0,2019.08.24
Dontmesswithme_2,2231,United States of America,Black,Resigned,c5,DanLowinger,2329,United States of America,White,Win,e4,Defense 2.Nf3 d6,DanLowinger won by resignation,20.0,2019.08.24
Dontmesswithme_2,2227,United States of America,White,Abandoned,d4,pollo2016,2419,Cuba,Black,Win,Nf6,Game,pollo2016 won - game abandoned,38.0,2019.08.24
Dontmesswithme_2,2220,United States of America,White,Resigned,d4,rztg,2273,Bosnia and Herzegovina,Black,Win,d6,Game Tartakower Defense,rztg won by resignation,25.0,2019.08.24
Dontmesswithme_2,2227,United States of America,Black,Win,c5,SeetherRock,2181,Mexico,White,Resigned,e4,Defense Open Najdorf Variation 6.Bg5 e5,Dontmesswithme_2 won by resignation,19.0,2019.08.24
Dontmesswithme_2,2219,United States of America,White,Timeout,d4,Tavo86,2246,Colombia,Black,Win,Nf6,Defense Rubinstein Kornl Richter Gambit,Tavo86 won on time,41.0,2019.08.24
Dontmesswithme_2,2212,United States of America,Black,Resigned,d5,Tavo86,2253,Colombia,White,Win,d4,Pawn Opening Accelerated London System,Tavo86 won by resignation,37.0,2019.08.24
Dontmesswithme_2,2221,United States of America,White,Win,d4,Tavo86,2244,Colombia,Black,Checkmated,Nf6,Pawn Opening Symmetrical Variation,Dontmesswithme_2 won by checkmate,39.0,2019.08.24
Dontmesswithme_2,2214,United States of America,Black,Checkmated,d5,Tavo86,2251,Colombia,White,Win,d4,System 3...c5,Tavo86 won by checkmate,28.0,2019.08.24
Dontmesswithme_2,2207,United States of America,Black,Resigned,c5,Sleepless-Knightmare,2259,United States of America,White,Win,e4,Defense Smith Morra Gambit Declined Alapin Formation,Sleepless-Knightmare won by resignation,36.0,2019.08.24
Dontmesswithme_2,2199,United States of America,White,Resigned,d4,Boris_Prutkin,2231,Israel,Black,Win,d5,Slav Defense,Boris_Prutkin won by resignation,33.0,2019.08.24
Dontmesswithme_2,2207,United States of America,White,Win,d4,Himan1,2183,Haiti,Black,Checkmated,Nf6,Game,Dontmesswithme_2 won by checkmate,17.0,2019.08.24
Dontmesswithme_2,2215,United States of America,White,Win,d4,Kingofbruxelles,2197,Belgium,Black,Checkmated,e6,Pawn Opening Horwitz Defense 2.Bf4,Dontmesswithme_2 won by checkmate,38.0,2019.08.24
Dontmesswithme_2,2207,United States of America,Black,Resigned,e6,ronel790,2243,United States of America,White,Win,e4,Defense Knight Variation Two Knights Variation,ronel790 won by resignation,15.0,2019.08.24
Dontmesswithme_2,2199,United States of America,White,Checkmated,c4,Arstan23,2238,Kazakhstan,Black,Win,Nf6,Opening Anglo Indian Queens Knight Variation,Arstan23 won by checkmate,41.0,2019.08.24
Dontmesswithme_2,2207,United States of America,White,Win,d4,Blaza6691,2191,Serbia,Black,Resigned,d5,Pawn Opening Accelerated London System,Dontmesswithme_2 won by resignation,18.0,2019.08.24
Dontmesswithme_2,2200,United States of America,Black,Checkmated,d5,ILYILYILYILY,2245,Canada,White,Win,g3,Fianchetto Opening Slav Formation,ILYILYILYILY won by checkmate,48.0,2019.08.24
Dontmesswithme_2,2191,United States of America,Black,Checkmated,c5,isufkasumi,2186,Kosovo,White,Win,e4,Defense 2.Nf3 d6,isufkasumi won by checkmate,50.0,2019.08.24
Dontmesswithme_2,2200,United States of America,Black,Win,e6,samirsen2,2221,United States of America,White,Resigned,d4,Pawn Opening Horwitz Defense,Dontmesswithme_2 won by resignation,30.0,2019.08.24
Dontmesswithme_2,2208,United States of America,White,Win,d4,regissop,2184,Brazil,Black,Checkmated,Nf6,Game,Dontmesswithme_2 won by checkmate,33.0,2019.08.24
Dontmesswithme_2,2215,United States of America,Black,Win,e6,Teo_555,2178,Croatia,White,Resigned,d4,Pawn Opening English Defense 3.Nc3 Bb7 4.e4,Dontmesswithme_2 won by resignation,23.0,2019.08.24
Dontmesswithme_2,2222,United States of America,Black,Win,d5,Lion1700,2164,Armenia,White,Resigned,Nf3,Opening Nimzowitsch Larsen Attack 2...Nf6 3.Bb2,Dontmesswithme_2 won by resignation,32.0,2019.08.24
Dontmesswithme_2,2217,United States of America,White,Checkmated,d4,na40mo60sa80,2370,Israel,Black,Win,Nf6,Game,na40mo60sa80 won by checkmate,42.0,2019.08.24
Dontmesswithme_2,2226,United States of America,White,Win,d4,cabum,2251,Mexico,Black,Checkmated,Nf6,Game,Dontmesswithme_2 won by checkmate,48.0,2019.08.25
Dontmesswithme_2,2236,United States of America,White,Win,d4,chessduke000,2303,International,Black,Checkmated,d5,Pawn Opening Accelerated London System,Dontmesswithme_2 won by checkmate,43.0,2019.08.25
Dontmesswithme_2,2243,United States of America,White,Win,d4,kyawzinlatt1982,2193,Myanmar,Black,Resigned,d5,Pawn Opening Accelerated London System,Dontmesswithme_2 won by resignation,28.0,2019.08.25
Dontmesswithme_2,2251,United States of America,White,Win,d4,gold_bishop,2226,Russian Federation,Black,Resigned,d5,Pawn Opening Accelerated London System,Dontmesswithme_2 won by resignation,19.0,2019.08.25
Dontmesswithme_2,2259,United States of America,Black,Win,e6,kuspi89,2260,Germany,White,Timeout,e3,Kruijs Opening,Dontmesswithme_2 won on time,55.0,2019.08.25
Dontmesswithme_2,2267,United States of America,Black,Win,d5,sickboylarry,2255,Israel,White,Checkmated,d4,System,Dontmesswithme_2 won by checkmate,44.0,2019.08.25
Dontmesswithme_2,2276,United States of America,Black,Win,c5,miguelexiquioGI,2324,Mexico,White,Resigned,e4,Defense Open Najdorf Adams Attack,Dontmesswithme_2 won by resignation,10.0,2019.08.25
Dontmesswithme_2,2284,United States of America,Black,Win,c6,oc3arfoc,2260,United States of America,White,Abandoned,c4,Pawn Opening 1...c6 2.c4,Dontmesswithme_2 won - game abandoned,33.0,2019.08.25
Dontmesswithme_2,2276,United States of America,White,Resigned,d4,zOOZOOMO,2276,Philippines,Black,Win,d5,Pawn Opening Accelerated London System,zOOZOOMO won by resignation,45.0,2019.08.25
Dontmesswithme_2,2269,United States of America,Black,Checkmated,c5,playchessnownick,2309,United States of America,White,Win,e4,Defense Open Najdorf Variation 6.f3,playchessnownick won by checkmate,74.0,2019.08.25
Dontmesswithme_2,2279,United States of America,Black,Win,d5,3fimka,2344,Russian Federation,White,Resigned,d4,Defense Modern Quiet Schallopp Defense 5.Qb3,Dontmesswithme_2 won by resignation,36.0,2019.08.25
Dontmesswithme_2,2287,United States of America,Black,Win,c5,zOOZOOMO,2276,Philippines,White,Resigned,e4,Defense Closed 2...d6,Dontmesswithme_2 won by resignation,22.0,2019.08.25
Dontmesswithme_2,2279,United States of America,White,Resigned,d4,zOOZOOMO,2284,Philippines,Black,Win,d5,Pawn Opening Accelerated London System,zOOZOOMO won by resignation,24.0,2019.08.25
Dontmesswithme_2,2273,United States of America,Black,Resigned,d6,SergejRachmaninoff,2353,Canada,White,Win,Nf3,Opening Pirc Invitation,SergejRachmaninoff won by resignation,36.0,2019.08.25
Dontmesswithme_2,2281,United States of America,White,Win,d4,JMSA1965,2256,Chile,Black,Checkmated,d5,Pawn Opening Accelerated London System,Dontmesswithme_2 won by checkmate,30.0,2019.08.25
Dontmesswithme_2,2289,United States of America,White,Win,d4,Sanyassin,2277,United States of America,Black,Resigned,Nf6,Game,Dontmesswithme_2 won by resignation,12.0,2019.08.25
Dontmesswithme_2,2297,United States of America,Black,Win,e6,Sanyassin,2269,United States of America,White,Timeout,Nf3,Opening Agincourt Defense 2.Nf3,Dontmesswithme_2 won on time,46.0,2019.08.25
Dontmesswithme_2,2305,United States of America,White,Win,d4,angryhorse9,2297,Brazil,Black,Resigned,Nf6,Game,Dontmesswithme_2 won by resignation,13.0,2019.08.25
Dontmesswithme_2,2297,United States of America,Black,Checkmated,e6,eshghereza,2310,"Iran, Islamic Republic of",White,Win,c4,Opening Agincourt Defense,eshghereza won by checkmate,56.0,2019.08.25
Dontmesswithme_2,2291,United States of America,Black,Resigned,c5,innout,2379,Saint Lucia,White,Win,e4,Defense Open Scheveningen Sozin Attack 6...a6,innout won by resignation,20.0,2019.08.25
Dontmesswithme_2,2284,United States of America,White,Timeout,d4,FrancisMarcos,2345,Colombia,Black,Win,Nf6,Game,FrancisMarcos won on time,67.0,2019.08.25
Dontmesswithme_2,2277,United States of America,Black,Resigned,d5,FrancisMarcos,2352,Colombia,White,Win,Nf3,Pawn Opening Zukertort Variation,FrancisMarcos won by resignation,51.0,2019.08.25
Dontmesswithme_2,2271,United States of America,White,Resigned,d4,FrancisMarcos,2358,Colombia,Black,Win,Nf6,Game,FrancisMarcos won by resignation,42.0,2019.08.25
Dontmesswithme_2,2280,United States of America,Black,Win,c6,Pino05,2322,Canada,White,Resigned,c4,Opening Caro Kann Defensive System 2.Nf3 d5 3.g3,Dontmesswithme_2 won by resignation,51.0,2019.08.25
Dontmesswithme_2,2290,United States of America,White,Win,d4,3fimka,2359,Russian Federation,Black,Timeout,Nf6,Game,Dontmesswithme_2 won on time,48.0,2019.08.25
Dontmesswithme_2,2290,United States of America,White,Draw by timeout vs insufficient material,d4,melicg25,2288,Colombia,Black,Draw by timeout vs insufficient material,Nf6,Game,Game drawn by timeout vs insufficient material,73.0,2019.08.25
Dontmesswithme_2,2282,United States of America,Black,Checkmated,c5,d_radulov,2302,Bulgaria,White,Win,e4,Defense Open Najdorf Opocensky Traditional Line,d_radulov won by checkmate,35.0,2019.08.25
Dontmesswithme_2,2273,United States of America,White,Checkmated,e4,WildTricks,2257,Chile,Black,Win,d5,Defense Mieses Kotrc Variation 3.Nc3 Qd8,WildTricks won by checkmate,28.0,2019.08.25
Dontmesswithme_2,2276,United States of America,White,Draw by timeout vs insufficient material,d4,TimonRostov,2395,Russian Federation,Black,Draw by timeout vs insufficient material,d5,Pawn Opening Accelerated London System,Game drawn by timeout vs insufficient material,78.0,2019.08.25
Dontmesswithme_2,2268,United States of America,Black,Checkmated,e6,WildTricks,2273,Chile,White,Win,d4,Pawn Opening Horwitz Defense,WildTricks won by checkmate,17.0,2019.08.25
Dontmesswithme_2,2276,United States of America,Black,Win,c5,TerminatorChicago,2247,United States of America,White,Resigned,e4,Defense Open Scheveningen Sozin Attack 6...a6,Dontmesswithme_2 won by resignation,34.0,2019.08.25
Dontmesswithme_2,2270,United States of America,White,Checkmated,d4,innout,2381,Saint Lucia,Black,Win,Nf6,Game,innout won by checkmate,48.0,2019.08.25
Dontmesswithme_2,2277,United States of America,White,Win,d4,Nerychess,2230,Brazil,Black,Checkmated,e6,Defense Normal Variation,Dontmesswithme_2 won by checkmate,44.0,2019.08.26
Dontmesswithme_2,2278,United States of America,White,Draw by repetition,d4,davidsonly,2329,United States of America,Black,Draw by repetition,d5,Pawn Opening Accelerated London System,Game drawn by repetition,45.0,2019.08.26
Dontmesswithme_2,2287,United States of America,Black,Win,c5,DrJurex,2291,Philippines,White,Resigned,e4,Defense Open Najdorf Variation,Dontmesswithme_2 won by resignation,28.0,2019.08.26
Dontmesswithme_2,2279,United States of America,White,Timeout,d4,DrJurex,2299,Philippines,Black,Win,d6,Pawn Opening 1...d6,DrJurex won on time,40.0,2019.08.26
Dontmesswithme_2,2290,United States of America,White,Win,d4,AlfredoAguileraCuba,2416,Cuba,Black,Resigned,Nf6,Game,Dontmesswithme_2 won by resignation,33.0,2019.08.26
Dontmesswithme_2,2301,United States of America,Black,Win,c5,AlfredoAguileraCuba,2405,Cuba,White,Resigned,e4,Defense Open Scheveningen Variation 6.Be3 a6,Dontmesswithme_2 won by resignation,29.0,2019.08.26
Dontmesswithme_2,2309,United States of America,Black,Win,c5,sagitario1995,2301,Mexico,White,Checkmated,e4,Defense 2.Nf3 d6 3.d4 cxd4,Dontmesswithme_2 won by checkmate,28.0,2019.08.28
